nct_id,sponsor or collaborator,start_date
NCT04150692,"Janssen, LP","December 31, 2020"
NCT04150640,"University of Wisconsin, Madison","July 13, 2020"
NCT04150640,Ipsen,"July 13, 2020"
NCT04149821,Weill Medical College of Cornell University,January 2021
NCT04149821,"TG Therapeutics, Inc.",January 2021
NCT04148066,The Netherlands Cancer Institute,"July 17, 2019"
NCT04148066,Roche Pharma AG,"July 17, 2019"
NCT04147221,Hartford Hospital,"February 10, 2020"
NCT04147221,Merck Sharp & Dohme Corp.,"February 10, 2020"
NCT04145297,University of Utah,"March 17, 2020"
NCT04145297,"BioMed Valley Discoveries, Inc","March 17, 2020"
NCT04144374,Hartford Hospital,"February 10, 2020"
NCT04144374,Paratek Pharmaceuticals Inc,"February 10, 2020"
NCT04143581,Mario Negri Institute for Pharmacological Research,October 2020
NCT04143581,Boehringer Ingelheim,October 2020
NCT04141254,"University Hospital, Brest","December 27, 2019"
NCT04141254,Bristol-Myers Squibb,"December 27, 2019"
NCT04140162,University of Michigan Rogel Cancer Center,"October 5, 2020"
NCT04140162,"Janssen Scientific Affairs, LLC","October 5, 2020"
NCT04139993,Mayo Clinic,"August 31, 2020"
NCT04139993,Rebiotix Inc.,"August 31, 2020"
NCT04139902,Diwakar Davar,"April 30, 2020"
NCT04139902,"Tesaro, Inc.","April 30, 2020"
NCT04139902,University of Pittsburgh,"April 30, 2020"
NCT04135781,Zhejiang Cancer Hospital,"March 1, 2020"
NCT04135781,"CSPC Ouyi Pharmaceutical Co., Ltd.","March 1, 2020"
NCT04134390,Spanish Oncology Genito-Urinary Group,"February 17, 2020"
NCT04134390,Apices Soluciones S.L.,"February 17, 2020"
NCT04134117,"Matthew J. Frigault, M.D.","December 11, 2019"
NCT04134117,Novartis,"December 11, 2019"
NCT04134117,Massachusetts General Hospital,"December 11, 2019"
NCT04134000,Fundacion Oncosur,"February 3, 2020"
NCT04134000,Apices Soluciones S.L.,"February 3, 2020"
NCT04133233,Assistance Publique - Hôpitaux de Paris,"June 15, 2020"
NCT04133233,Iltoo Pharma,"June 15, 2020"
NCT04132960,UNICANCER,"October 21, 2019"
NCT04132960,"Daiichi Sankyo Europe, GmbH, a Daiichi Sankyo Company","October 21, 2019"
NCT04131426,University of Rochester,"April 24, 2020"
NCT04131426,Smartfish AS,"April 24, 2020"
NCT04131309,European Myeloma Network,"September 23, 2019"
NCT04131309,Janssen Pharmaceutica,"September 23, 2019"
NCT04130854,University of Texas Southwestern Medical Center,"April 24, 2020"
NCT04130854,"Apexigen, Inc.","April 24, 2020"
NCT04130152,SOLTI Breast Cancer Research Group,"November 21, 2019"
NCT04130152,Pfizer,"November 21, 2019"
NCT04129216,Johns Hopkins University,"February 20, 2019"
NCT04129216,Agendia,"February 20, 2019"
NCT04126876,A.J.M. van den Eertwegh,"January 22, 2020"
NCT04126876,"Idera Pharmaceuticals, Inc.","January 22, 2020"
NCT04126876,VU University Medical Center,"January 22, 2020"
NCT04126070,Xiao X. Wei,"February 14, 2020"
NCT04126070,Bristol-Myers Squibb,"February 14, 2020"
NCT04126070,Dana-Farber Cancer Institute,"February 14, 2020"
NCT04124601,"Johannes Laengle, MD, PhD","June 1, 2020"
NCT04124601,Bristol-Myers Squibb,"June 1, 2020"
NCT04124601,Medical University of Vienna,"June 1, 2020"
NCT04123704,Maryam Nemati Shafaee,October 2020
NCT04123704,Mirati Therapeutics Inc.,October 2020
NCT04123704,Baylor Breast Care Center,October 2020
NCT04123379,Icahn School of Medicine at Mount Sinai,"March 19, 2020"
NCT04123379,Bristol-Myers Squibb,"March 19, 2020"
NCT04121780,Center for Neurological Studies,"October 8, 2019"
NCT04121780,Novo Nordisk A/S,"October 8, 2019"
NCT04121208,University of Oxford,November 2020
NCT04121208,Janssen Pharmaceutica,November 2020
NCT04118699,Yokohama City University,"December 25, 2019"
NCT04118699,"ASKA Pharmaceutical Co., Ltd.","December 25, 2019"
NCT04118166,Kristen Ganjoo,"October 12, 2019"
NCT04118166,Bristol-Myers Squibb,"October 12, 2019"
NCT04118166,Stanford University,"October 12, 2019"
NCT04117087,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,"May 28, 2020"
NCT04117087,Bristol-Myers Squibb,"May 28, 2020"
NCT04117074,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,January 2021
NCT04117074,"Pacira Pharmaceuticals, Inc",January 2021
NCT04116606,CCTU-Core,"September 12, 2019"
NCT04116606,Janssen Pharmaceuticals,"September 12, 2019"
NCT04116606,Cambridgeshire and Peterborough NHS Foundation Trust,"September 12, 2019"
NCT04116320,"Craig L Slingluff, Jr","November 21, 2019"
NCT04116320,Theraclion,"November 21, 2019"
NCT04116320,University of Virginia,"November 21, 2019"
NCT04116073,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,"March 19, 2020"
NCT04116073,Incyte Corporation,"March 19, 2020"
NCT04115059,"Jorge J. Castillo, MD","November 4, 2019"
NCT04115059,Bristol-Myers Squibb,"November 4, 2019"
NCT04115059,Dana-Farber Cancer Institute,"November 4, 2019"
NCT04114370,James Mountz,"October 22, 2019"
NCT04114370,Blue Earth Diagnostics,"October 22, 2019"
NCT04114370,University of Pittsburgh,"October 22, 2019"
NCT04113538,Michel Giunta,"July 24, 2019"
NCT04113538,Bayer,"July 24, 2019"
NCT04113538,GOGiunta,"July 24, 2019"
NCT04111913,Nanfang Hospital of Southern Medical University,"October 1, 2019"
NCT04111913,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.","October 1, 2019"
NCT04111510,Yale University,"December 23, 2019"
NCT04111510,"Iovance Biotherapeutics, Inc.","December 23, 2019"
NCT04111380,Henan Provincial People's Hospital,"September 24, 2019"
NCT04111380,"CSPC Ouyi Pharmaceutical Co., Ltd.","September 24, 2019"
NCT04109742,Columbia University,"October 14, 2019"
NCT04109742,Thorne Research Inc.,"October 14, 2019"
NCT04106414,Memorial Sloan Kettering Cancer Center,"September 24, 2019"
NCT04106414,Bristol-Myers Squibb,"September 24, 2019"
NCT04106362,Jonsson Comprehensive Cancer Center,"January 14, 2020"
NCT04106362,Eli Lilly and Company,"January 14, 2020"
NCT04104893,VA Office of Research and Development,"February 20, 2020"
NCT04104893,Merck Sharp & Dohme Corp.,"February 20, 2020"
NCT04101812,Tianjin Medical University Second Hospital,"September 17, 2019"
NCT04101812,CSPC Pharmaceutical Group Limited,"September 17, 2019"
NCT04100733,Jørgen Bjerggaard Jensen,"November 1, 2019"
NCT04100733,Cepheid,"November 1, 2019"
NCT04100733,Aarhus University Hospital,"November 1, 2019"
NCT04098237,"Andrew Hendifar, MD",October 2020
NCT04098237,"VIVUS, Inc.",October 2020
NCT04098237,Cedars-Sinai Medical Center,October 2020
NCT04096911,Buhai Wang,"July 31, 2019"
NCT04096911,Innovent Biologics (Suzhou) Co. Ltd.,"July 31, 2019"
NCT04096911,Northern Jiangsu Province People's Hospital,"July 31, 2019"
NCT04095689,The Methodist Hospital System,December 2020
NCT04095689,Merck Sharp & Dohme Corp.,December 2020
NCT04095390,Jinming Yu,"September 30, 2019"
NCT04095390,"Jiangsu HengRui Medicine Co., Ltd.","September 30, 2019"
NCT04095390,Shandong Cancer Hospital and Institute,"September 30, 2019"
NCT04095208,Institut Bergonié,"February 27, 2020"
NCT04095208,Bristol-Myers Squibb,"February 27, 2020"
NCT04090710,Ontario Clinical Oncology Group (OCOG),"January 29, 2020"
NCT04090710,Bristol-Myers Squibb,"January 29, 2020"
NCT04089345,Universitaire Ziekenhuizen Leuven,"June 11, 2020"
NCT04089345,"Janssen, LP","June 11, 2020"
NCT04087590,"University Hospital, Lille","January 14, 2020"
NCT04087590,AstraZeneca,"January 14, 2020"
NCT04085315,Collin Blakely,"November 12, 2019"
NCT04085315,Takeda,"November 12, 2019"
NCT04085315,"University of California, San Francisco","November 12, 2019"
NCT04084717,"University Health Network, Toronto","December 3, 2019"
NCT04084717,Pfizer,"December 3, 2019"
NCT04082143,University of Illinois at Chicago,"August 25, 2019"
NCT04082143,Dentsply Sirona Implants,"August 25, 2019"
NCT04081259,Dana-Farber Cancer Institute,"July 15, 2020"
NCT04081259,Eli Lilly and Company,"July 15, 2020"
NCT04081220,The University of Texas Health Science Center at San Antonio,"April 9, 2020"
NCT04081220,"Imago BioSciences,Inc.","April 9, 2020"
NCT04080843,Zhejiang University,"November 15, 2019"
NCT04080843,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.","November 15, 2019"
NCT04080804,Robert Ferris,"October 22, 2019"
NCT04080804,Bristol-Myers Squibb,"October 22, 2019"
NCT04080804,University of Pittsburgh,"October 22, 2019"
NCT04080284,Northwell Health,"December 30, 2019"
NCT04080284,"Tesaro, Inc.","December 30, 2019"
NCT04074343,"University of California, Irvine","August 28, 2019"
NCT04074343,"Taiho Pharmaceutical Co., Ltd.","August 28, 2019"
NCT04072835,Milestone Pharmaceuticals Inc.,"September 2, 2019"
NCT04072835,IQVIA Biotech,"September 2, 2019"
NCT04071756,Dana-Farber Cancer Institute,"October 9, 2019"
NCT04071756,Bayer,"October 9, 2019"
NCT04070781,Columbia University,February 2020
NCT04070781,Incyte Corporation,February 2020
NCT04070378,"Marc L Gordon, MD","November 6, 2019"
NCT04070378,"Janssen Scientific Affairs, LLC","November 6, 2019"
NCT04070378,Northwell Health,"November 6, 2019"
NCT04068753,University of Oklahoma,"February 26, 2020"
NCT04068753,"Tesaro, Inc.","February 26, 2020"
NCT04063683,Henan Cancer Hospital,"October 7, 2019"
NCT04063683,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.","October 7, 2019"
NCT04062708,"Alliance Foundation Trials, LLC.",September 2019
NCT04062708,AstraZeneca,September 2019
NCT04061590,"University of California, San Francisco","May 29, 2020"
NCT04061590,Merck Sharp & Dohme Corp.,"May 29, 2020"
NCT04061395,"Barbara Horváth, Principal Investigator",September 2019
NCT04061395,Janssen-Cilag Ltd.,September 2019
NCT04061395,University Medical Center Groningen,September 2019
NCT04059562,RWTH Aachen University,"April 1, 2020"
NCT04059562,Servier,"April 1, 2020"
NCT04059081,Deok-Hwan Yang,"July 9, 2019"
NCT04059081,Roche Pharma AG,"July 9, 2019"
NCT04059081,Chonnam National University Hospital,"July 9, 2019"
NCT04057833,"Hospital for Special Surgery, New York","November 20, 2019"
NCT04057833,Angiocrine Bioscience,"November 20, 2019"
NCT04057261,RWTH Aachen University,November 2020
NCT04057261,Novo Nordisk A/S,November 2020
NCT04056182,Frances R Levin,"September 1, 2019"
NCT04056182,US WorldMeds LLC,"September 1, 2019"
NCT04056182,New York State Psychiatric Institute,"September 1, 2019"
NCT04055844,"Masonic Cancer Center, University of Minnesota","February 17, 2020"
NCT04055844,Incyte Corporation,"February 17, 2020"
NCT04055389,Jonathan Stine,December 2020
NCT04055389,Grifols Therapeutics LLC,December 2020
NCT04055389,Milton S. Hershey Medical Center,December 2020
NCT04052880,Ajai Chari,"October 24, 2019"
NCT04052880,"Janssen, LP","October 24, 2019"
NCT04052880,Icahn School of Medicine at Mount Sinai,"October 24, 2019"
NCT04052412,University of Tennessee,"July 16, 2019"
NCT04052412,"CellSight Technologies, Inc.","July 16, 2019"
NCT04051996,Yale University,"December 6, 2019"
NCT04051996,Pfizer,"December 6, 2019"
NCT04050189,Centre de recherche du Centre hospitalier universitaire de Sherbrooke,"September 30, 2020"
NCT04050189,Lallemand Health Solutions,"September 30, 2020"
NCT04044560,University of British Columbia,September 2020
NCT04044560,Amgen,September 2020
NCT04042714,Baylor Research Institute,"August 15, 2019"
NCT04042714,"Taiho Oncology, Inc.","August 15, 2019"
NCT04042506,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,"April 15, 2022"
NCT04042506,Bristol-Myers Squibb,"April 15, 2022"
NCT04040699,Peking University,"September 26, 2019"
NCT04040699,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd","September 26, 2019"
NCT04039516,King's College Hospital NHS Trust,October 2020
NCT04039516,Advanced Accelerator Applications,October 2020
NCT04036019,"Shanghai Tongji Hospital, Tongji University School of Medicine","May 13, 2019"
NCT04036019,Cellular Biomedicine Group Ltd.,"May 13, 2019"
NCT04034446,Institute of Hematology & Blood Diseases Hospital,August 2019
NCT04034446,Juventas Cell Therapy Ltd.,August 2019
NCT04032925,Oxford University Hospitals NHS Trust,December 2020
NCT04032925,Miracor Medical SA,December 2020
NCT04032080,Baylor Research Institute,"September 5, 2019"
NCT04032080,Eli Lilly and Company,"September 5, 2019"
NCT04030052,Emory University,December 2020
NCT04030052,"Genentech, Inc.",December 2020
NCT04029350,Tianjin Medical University Cancer Institute and Hospital,"July 31, 2019"
NCT04029350,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.","July 31, 2019"
NCT04028245,Charles G. Drake,August 2019
NCT04028245,Novartis,August 2019
NCT04028245,Columbia University,August 2019
NCT04027647,"National Cancer Centre, Singapore","September 11, 2019"
NCT04027647,Pfizer,"September 11, 2019"
NCT04027101,"University Hospital, Brest","December 1, 2020"
NCT04027101,Eli Lilly and Company,"December 1, 2020"
NCT04023669,St. Jude Children's Research Hospital,"August 8, 2019"
NCT04023669,Eli Lilly and Company,"August 8, 2019"
NCT04022980,"Steven Park, MD","July 25, 2019"
NCT04022980,Bristol-Myers Squibb,"July 25, 2019"
NCT04022980,Atrium Health,"July 25, 2019"
NCT04022967,French National Institute for Health and Medical Research-French National Agency for Research on AIDS and Viral Hepatitis (Inserm-ANRS),"September 21, 2020"
NCT04022967,Mylan Laboratories,"September 21, 2020"
NCT04022343,Emory University,"August 6, 2019"
NCT04022343,Exelixis,"August 6, 2019"
NCT04020809,The Methodist Hospital System,September 2020
NCT04020809,"Genentech, Inc.",September 2020
NCT04019964,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,"January 13, 2020"
NCT04019964,Bristol-Myers Squibb,"January 13, 2020"
NCT04018053,Dana-Farber Cancer Institute,"February 26, 2020"
NCT04018053,Blue Earth Diagnostics,"February 26, 2020"
NCT04017962,Memorial Sloan Kettering Cancer Center,"July 19, 2019"
NCT04017962,Merck Sharp & Dohme Corp.,"July 19, 2019"
NCT04017455,The Netherlands Cancer Institute,"October 22, 2019"
NCT04017455,Hoffmann-La Roche,"October 22, 2019"
NCT04015778,Guangdong Association of Clinical Trials,"August 8, 2019"
NCT04015778,Bristol-Myers Squibb,"August 8, 2019"
NCT04015700,Washington University School of Medicine,"July 14, 2020"
NCT04015700,Geneos Therapeutics,"July 14, 2020"
NCT04012827,Sun Yat-sen University,"August 20, 2019"
NCT04012827,"Jiangsu HengRui Medicine Co., Ltd.","August 20, 2019"
NCT04012619,Sichuan University,"May 21, 2019"
NCT04012619,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.","May 21, 2019"
NCT04011293,Shandong University,July 2019
NCT04011293,Juventas Cell Therapy Ltd.,July 2019
NCT04009967,CHU de Quebec-Universite Laval,"January 10, 2020"
NCT04009967,Merck Sharp & Dohme Corp.,"January 10, 2020"
NCT04006652,Washington University School of Medicine,"December 16, 2020"
NCT04006652,Cellect Biotechnology,"December 16, 2020"
NCT04006262,GERCOR - Multidisciplinary Oncology Cooperative Group,"October 23, 2019"
NCT04006262,Bristol-Myers Squibb,"October 23, 2019"
NCT04005339,Georgetown University,"July 29, 2019"
NCT04005339,Ipsen,"July 29, 2019"
NCT04003896,Milton S. Hershey Medical Center,"October 31, 2020"
NCT04003896,Eli Lilly and Company,"October 31, 2020"
NCT04003246,University of Texas Southwestern Medical Center,"April 3, 2020"
NCT04003246,AstraZeneca,"April 3, 2020"
NCT04002687,Medicines for Malaria Venture,"April 4, 2019"
NCT04002687,Richmond Pharmacology Limited,"April 4, 2019"
NCT04002661,Mohit Khera,"May 8, 2020"
NCT04002661,"Sprout Pharmaceuticals, Inc","May 8, 2020"
NCT04002661,Baylor College of Medicine,"May 8, 2020"
NCT04001621,Fudan University,"June 26, 2019"
NCT04001621,"Jiangsu HengRui Medicine Co., Ltd.","June 26, 2019"
NCT04001413,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,"September 17, 2019"
NCT04001413,AstraZeneca,"September 17, 2019"
NCT03999840,Mario Negri Institute for Pharmacological Research,January 2021
NCT03999840,Alnylam Pharmaceuticals,January 2021
NCT03997539,Sun Yat-sen University,"August 15, 2019"
NCT03997539,"Jiangsu HengRui Medicine Co., Ltd.","August 15, 2019"
NCT03997448,Nataliya Uboha,"August 26, 2019"
NCT03997448,Eli Lilly and Company,"August 26, 2019"
NCT03997448,Big Ten Cancer Research Consortium,"August 26, 2019"
NCT03996460,Georgetown University,"September 5, 2019"
NCT03996460,Sun Pharma Advanced Research Company Limited,"September 5, 2019"
NCT03995706,The University of Texas Health Science Center at San Antonio,"July 17, 2019"
NCT03995706,"Immunomedics, Inc.","July 17, 2019"
NCT03995147,University of Chicago,"August 29, 2019"
NCT03995147,Merck Sharp & Dohme Corp.,"August 29, 2019"
NCT03993964,Sun Yat-sen University,"August 15, 2019"
NCT03993964,"Jiangsu HengRui Medicine Co., Ltd.","August 15, 2019"
NCT03990961,University of Chicago,"September 4, 2019"
NCT03990961,Merck Sharp & Dohme Corp.,"September 4, 2019"
NCT03990896,Massachusetts General Hospital,September 2021
NCT03990896,Pfizer,September 2021
NCT03990285,"Seyed Ali Nabavizadeh, MD","June 12, 2019"
NCT03990285,Blue Earth Diagnostics,"June 12, 2019"
NCT03990285,University of Pennsylvania,"June 12, 2019"
NCT03987815,Samsung Medical Center,"August 1, 2019"
NCT03987815,Ono Pharmaceutical Co. Ltd,"August 1, 2019"
NCT03984578,"National Cancer Centre, Singapore","June 12, 2019"
NCT03984578,Merck Sharp & Dohme Corp.,"June 12, 2019"
NCT03983993,Emory University,"October 15, 2019"
NCT03983993,GlaxoSmithKline,"October 15, 2019"
NCT03982992,Ludwig-Maximilians - University of Munich,"June 1, 2019"
NCT03982992,Amgen,"June 1, 2019"
NCT03982004,Washington University School of Medicine,"September 14, 2020"
NCT03982004,Merck Sharp & Dohme Corp.,"September 14, 2020"
NCT03981146,University of Birmingham,"August 28, 2019"
NCT03981146,Bristol-Myers Squibb,"August 28, 2019"
NCT03980288,Zhejiang University,"July 23, 2019"
NCT03980288,"Carsgen Therapeutics, Ltd.","July 23, 2019"
NCT03977467,"SCRI Development Innovations, LLC","August 30, 2019"
NCT03977467,"Genentech, Inc.","August 30, 2019"
NCT03974217,Dana-Farber Cancer Institute,"August 1, 2019"
NCT03974217,Pfizer,"August 1, 2019"
NCT03969121,Kyoto Breast Cancer Research Network,"July 16, 2019"
NCT03969121,Pfizer,"July 16, 2019"
NCT03965546,First Affiliated Hospital Xi'an Jiaotong University,"May 30, 2019"
NCT03965546,Eureka Therapeutics Inc.,"May 30, 2019"
NCT03965468,European Thoracic Oncology Platform,"November 19, 2019"
NCT03965468,AstraZeneca,"November 19, 2019"
NCT03964558,"Celtaxsys, Inc.","April 1, 2019"
NCT03964558,Quotient Sciences,"April 1, 2019"
NCT03964337,Duke University,"March 17, 2020"
NCT03964337,Exelixis,"March 17, 2020"
NCT03963414,Vinicius Ernani,"June 5, 2020"
NCT03963414,AstraZeneca,"June 5, 2020"
NCT03963414,University of Nebraska,"June 5, 2020"
NCT03961971,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,"February 18, 2020"
NCT03961971,Novartis Pharmaceuticals,"February 18, 2020"
NCT03960268,Rockefeller University,"May 28, 2019"
NCT03960268,Valeant Pharmaceuticals,"May 28, 2019"
NCT03959891,Massachusetts General Hospital,"May 30, 2019"
NCT03959891,"Genentech, Inc.","May 30, 2019"
NCT03959293,Federation Francophone de Cancerologie Digestive,"July 17, 2019"
NCT03959293,AstraZeneca,"July 17, 2019"
NCT03957265,Marcio Zaffalon Casati,"March 3, 2021"
NCT03957265,Dentsply Sirona Implants,"March 3, 2021"
NCT03957265,Paulista University,"March 3, 2021"
NCT03955978,Washington University School of Medicine,"October 15, 2019"
NCT03955978,"Tesaro, Inc.","October 15, 2019"
NCT03955640,Thomas Jefferson University,"May 20, 2019"
NCT03955640,AstraZeneca,"May 20, 2019"
NCT03954327,University of Alberta,"June 29, 2020"
NCT03954327,Merck Sharp & Dohme Corp.,"June 29, 2020"
NCT03953599,Hebei Yanda Ludaopei Hospital,"July 1, 2019"
NCT03953599,"China Immunotech (Beijing) Biotechnology Co., Ltd.","July 1, 2019"
NCT03953170,Allegheny Singer Research Institute (also known as Allegheny Health Network Research Institute),"January 1, 2021"
NCT03953170,Shire,"January 1, 2021"
NCT03951831,Mark Stein,May 2019
NCT03951831,Regeneron Pharmaceuticals,May 2019
NCT03951831,Columbia University,May 2019
NCT03947775,"University Health Network, Toronto","June 1, 2019"
NCT03947775,Merck Sharp & Dohme Corp.,"June 1, 2019"
NCT03946527,Antonio Fojo,May 2019
NCT03946527,Ipsen,May 2019
NCT03946527,Columbia University,May 2019
NCT03946462,Fabio Savorgnan,March 2021
NCT03946462,Mallinckrodt,March 2021
NCT03946462,Baylor College of Medicine,March 2021
NCT03945721,Massachusetts General Hospital,"July 11, 2019"
NCT03945721,"Tesaro, Inc.","July 11, 2019"
NCT03945084,"University of Turin, Italy","August 27, 2019"
NCT03945084,"Tesaro, Inc.","August 27, 2019"
NCT03944577,University of Nebraska,"July 15, 2019"
NCT03944577,Amgen,"July 15, 2019"
NCT03939234,Lars Møller Pedersen,"April 26, 2019"
NCT03939234,IO Biotech,"April 26, 2019"
NCT03939234,Herlev Hospital,"April 26, 2019"
NCT03936270,Latin American Cooperative Oncology Group,"January 27, 2020"
NCT03936270,Pfizer,"January 27, 2020"
NCT03934827,Imperial College London,"April 10, 2019"
NCT03934827,4D pharma plc,"April 10, 2019"
NCT03933761,Australia New Zealand Gynaecological Oncology Group,"July 29, 2019"
NCT03933761,BeiGene,"July 29, 2019"
NCT03933319,Chinese Academy of Medical Sciences,"March 11, 2019"
NCT03933319,"CSPC Ouyi Pharmaceutical Co., Ltd.","March 11, 2019"
NCT03933098,International Vaccine Institute,"November 15, 2019"
NCT03933098,"SK Bioscience Co., Ltd.","November 15, 2019"
NCT03932409,University of Oklahoma,"February 19, 2020"
NCT03932409,Merck Sharp & Dohme Corp.,"February 19, 2020"
NCT03931642,French Innovative Leukemia Organisation,"July 5, 2019"
NCT03931642,Amgen,"July 5, 2019"
NCT03931369,Assistance Publique - Hôpitaux de Paris,"September 6, 2019"
NCT03931369,Otsuka Pharmaceutical Europe Ltd,"September 6, 2019"
NCT03929094,Fudan University,"March 1, 2019"
NCT03929094,"CSPC Ouyi Pharmaceutical Co., Ltd.","March 1, 2019"
NCT03927261,H. Lee Moffitt Cancer Center and Research Institute,"May 20, 2019"
NCT03927261,"Precigen, Inc","May 20, 2019"
NCT03925675,Loma Linda University,"August 24, 2020"
NCT03925675,Blue Earth Diagnostics,"August 24, 2020"
NCT03925532,Roswell Park Cancer Institute,"December 19, 2019"
NCT03925532,Amgen,"December 19, 2019"
NCT03925246,Assistance Publique - Hôpitaux de Paris,"July 30, 2019"
NCT03925246,Bristol-Myers Squibb,"July 30, 2019"
NCT03923270,H. Lee Moffitt Cancer Center and Research Institute,"June 6, 2019"
NCT03923270,AstraZeneca,"June 6, 2019"
NCT03922555,Massachusetts General Hospital,"July 12, 2019"
NCT03922555,"Astex Pharmaceuticals, Inc.","July 12, 2019"
NCT03921684,Baruch Brenner,April 2019
NCT03921684,Bristol-Myers Squibb,April 2019
NCT03921684,Rabin Medical Center,April 2019
NCT03921554,"Adeline Vanderver, MD","June 3, 2019"
NCT03921554,Eli Lilly and Company,"June 3, 2019"
NCT03921554,Children's Hospital of Philadelphia,"June 3, 2019"
NCT03921021,Weill Medical College of Cornell University,"May 9, 2019"
NCT03921021,Oncolys BioPharma Inc,"May 9, 2019"
NCT03917966,The First Affiliated Hospital of Zhengzhou University,"April 7, 2020"
NCT03917966,"Jiangsu HengRui Medicine Co., Ltd.","April 7, 2020"
NCT03915444,HonorHealth Research Institute,"July 15, 2019"
NCT03915444,Celgene,"July 15, 2019"
NCT03914794,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,"October 2, 2020"
NCT03914794,Incyte Corporation,"October 2, 2020"
NCT03913559,St. Jude Children's Research Hospital,"May 14, 2019"
NCT03913559,Pfizer,"May 14, 2019"
NCT03912818,Stanford University,"April 10, 2019"
NCT03912818,AstraZeneca,"April 10, 2019"
NCT03911076,"PapiVax Biotech, Inc.","May 22, 2019"
NCT03911076,Parexel,"May 22, 2019"
NCT03910803,Florida Academic Dermatology Centers,"May 1, 2019"
NCT03910803,Ortho Dermatologics,"May 1, 2019"
NCT03910543,Yale University,"April 11, 2019"
NCT03910543,Pfizer,"April 11, 2019"
NCT03910387,Emory University,"April 17, 2019"
NCT03910387,Lexicon Pharmaceuticals,"April 17, 2019"
NCT03909412,Hackensack Meridian Health,"October 8, 2019"
NCT03909412,Amgen,"October 8, 2019"
NCT03907657,UNC Lineberger Comprehensive Cancer Center,"September 23, 2019"
NCT03907657,Lantheus Medical Imaging,"September 23, 2019"
NCT03905889,Milton S. Hershey Medical Center,"June 5, 2019"
NCT03905889,Eli Lilly and Company,"June 5, 2019"
NCT03904615,"The University of Texas Medical Branch, Galveston","June 19, 2019"
NCT03904615,Dairy Management Inc.,"June 19, 2019"
NCT03904251,Jonsson Comprehensive Cancer Center,"July 18, 2019"
NCT03904251,Pfizer,"July 18, 2019"
NCT03903640,Washington University School of Medicine,"July 1, 2019"
NCT03903640,NovoCure Ltd.,"July 1, 2019"
NCT03902951,Jonsson Comprehensive Cancer Center,"January 24, 2020"
NCT03902951,Janssen Inc.,"January 24, 2020"
NCT03901378,Ochsner Health System,"October 2, 2019"
NCT03901378,Merck Sharp & Dohme Corp.,"October 2, 2019"
NCT03899857,University of Zurich,"October 21, 2020"
NCT03899857,Merck Sharp & Dohme Corp.,"October 21, 2020"
NCT03899805,Dana-Farber Cancer Institute,"May 13, 2019"
NCT03899805,Merck Sharp & Dohme Corp.,"May 13, 2019"
NCT03899415,Beijing 302 Hospital,"April 20, 2019"
NCT03899415,Lion TCR Pte. Ltd.,"April 20, 2019"
NCT03899077,Cancer Research Antwerp,"April 5, 2019"
NCT03899077,Janssen Pharmaceutica,"April 5, 2019"
NCT03897127,University of Ulm,"September 4, 2019"
NCT03897127,Jazz Pharmaceuticals,"September 4, 2019"
NCT03895099,Centre Hospitalier Intercommunal Creteil,"September 4, 2020"
NCT03895099,Merck Sharp & Dohme Corp.,"September 4, 2020"
NCT03894891,Dana-Farber Cancer Institute,"June 11, 2019"
NCT03894891,Bristol-Myers Squibb,"June 11, 2019"
NCT03891615,Massachusetts General Hospital,"June 6, 2019"
NCT03891615,"Tesaro, Inc.","June 6, 2019"
NCT03890068,Sun Yat-sen University,"April 11, 2019"
NCT03890068,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.","April 11, 2019"
NCT03886701,Walter K. Kraft,"April 22, 2019"
NCT03886701,Merck Sharp & Dohme Corp.,"April 22, 2019"
NCT03886701,Thomas Jefferson University,"April 22, 2019"
NCT03884842,McMaster University,"July 1, 2019"
NCT03884842,Sanofi,"July 1, 2019"
NCT03883919,Washington University School of Medicine,"July 11, 2019"
NCT03883919,Ipsen,"July 11, 2019"
NCT03881735,Roswell Park Cancer Institute,"December 2, 2019"
NCT03881735,Celgene,"December 2, 2019"
NCT03878979,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,"July 8, 2019"
NCT03878979,Bristol-Myers Squibb,"July 8, 2019"
NCT03877601,University Medical Center Groningen,"July 29, 2019"
NCT03877601,Helmholtz Zentrum München,"July 29, 2019"
NCT03876587,Zhejiang Cancer Hospital,March 2019
NCT03876587,"Jiangsu HengRui Medicine Co., Ltd.",March 2019
NCT03875287,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,"April 17, 2019"
